"Year","Country","Region","Location Name","Latitude","Longitude","Focal Depth (km)","Mag","Ms","MMI Int","Deaths","Death Description","Damage Description","Houses Destroyed Description"
"1905","INDIA","60","INDIA:  KANGRA","33","76","25","7.8","7.8","10","19000","4","4",""
"1905","ALBANIA","130","ALBANIA:  SHKODER","42.1","19.6","20","6.6","","10","120","3","3",""
"1905","JAPAN","30","JAPAN:  AKI","34","132","100","7.8","7.8","","11","1","1","2"
"1905","ITALY","130","ITALY:  MONTELEONE, TROPEA, MONTE PORO","38.67","16.07","15","7.1","7.1","11","557","3","4","4"
"1905","CHINA","30","CHINA:  SICHUAN PROVINCE","29.3","104.8","","5","5","6","13","1","1","1"
"1905","TURKEY","140","TURKEY:  PUTURGE,CELIKHAN,RUMKALE","38.1","38.6","","6.8","","9","","3","3",""
"1906","CHINA","30","CHINA:  YUNNAN PROVINCE","26.6","104.1","","5.5","5.5","7","","3","2","3"
"1906","ECUADOR","160","ECUADOR:  OFF COAST","1","-81.5","25","8.6","8.6","9","1000","3","2","3"
"1906","TAIWAN","30","TAIWAN:  JIAYI","23.6","120.5","","6.8","6.8","","1258","4","3","4"
"1906","CHINA","30","CHINA:  FUJIAN PROVINCE","24.5","118.5","","6.5","6.5","8","","3","2","2"
"1906","TAIWAN","30","TAIWAN:  JIAYI","23.4","120.4","","6.5","6.5","","15","1","3","4"
"1906","USA","150","CALIFORNIA:  SAN FRANCISCO","37.67","-122.48","20","7.9","7.8","11","700","3","4","4"
"1906","CHINA","30","CHINA:  YUNNAN PROVINCE","24.6","98.6","","5.3","5.3","7","1","1","2","3"
"1906","CHILE","160","CHILE:  SOUTH CENTRAL","-33","-72","25","8.2","8.4","11","4000","4","4",""
"1906","PAPUA NEW GUINEA","170","PAPUA NEW GUINEA:  NEW BRITAIN","-7","149","33","8","7.5","","","2","3","3"
"1906","CHINA","40","CHINA:  XINJIANG PROVINCE","43.5","85","33","8.3","8.3","9","280","3","3","4"
"1907","JAMAICA","90","JAMAICA:  KINGSTON","18.667","-76.237","15","6.2","","","1000","3","4","3"
"1907","MEXICO","150","MEXICO:  GUERRERO","17","-100","60","8.3","8.3","","8","1","2","3"
"1907","PHILIPPINES","170","PHILIPPINES:  SE LUZON:  CAMARINES","14","123","","7.6","7.6","9","2","1","3",""
"1907","TAJIKISTAN","40","TAJIKISTAN:   KARATAG","38.5","67.9","35","7.4","7.4","9","12000","4","3","3"
"1907","ITALY","130","ITALY:  FERRUZANO","38.133","16.017","33","5.9","5.9","10","158","3","2","3"
"1908","ITALY","130","ITALY:  MESSINA, SICILY, CALABRIA","38.17","15.58","40","7","7.2","11","78000","4","4","4"
"1909","TURKEY","140","TURKEY:  FOCA,MENEMEN,GUZELHISAR","38.6","26.9","","5.8","","9","8","1","3",""
"1909","IRAN","140","IRAN:  SILAKOR","34.306","50.396","15","7.3","7.7","9","5500","4","2",""
"1909","MOROCCO","15","MOROCCO:  TETUAN (TETOUAN),ROMARS","35.6","-5.4","","","","","100","2","3",""
"1909","TURKEY","140","TURKEY:  ZARA,IPSALA,KOYULHISAR,ENDERS","40.2","37.8","","6.3","","9","","3","3",""
"1909","TAIWAN","30","TAIWAN:  TAIPEI","25","121.5","","7.3","7.3","","9","1","1","3"
"1909","PORTUGAL","130","PORTUGAL:  RIBATEJO, BENAVENTE","38.9","-8.8","","6.6","6.6","10","30","1","2","2"
"1909","CHINA","30","CHINA:  YUNNAN PROVINCE","24.4","103","","6.5","6.5","8","21","1","2","3"
"1909","INDONESIA","60","INDONESIA:  SW SUMATRA:  KERINTJI, REDJANGLEBONG","-2","101","40","7.6","7.6","","","3","3","3"
"1909","FRANCE","120","FRANCE:  VERNEGUES,CHARLEVAL,LA ROQUE D'ANTHERON","43.7","5.4","","6.2","6.2","10","40","1","2",""
"1909","PAKISTAN","60","PAKISTAN","35.5","72.5","","","","","10","1","1",""
"1909","JAPAN","30","JAPAN:  OOMI","35.4","136.3","33","6.9","6.9","","41","1","3","3"
"1909","PAKISTAN","60","PAKISTAN","30","68","60","7.2","","","231","3","2",""
"1909","TAIWAN","30","TAIWAN","24.4","121.8","","7.3","7.3","","4","1","1","1"
"1910","TAIWAN","30","TAIWAN","25.5","122.5","200","7.8","7.8","","60","2","1","1"
"1910","COSTA RICA","100","COSTA RICA:  CARTAGO","9.8","-84","","","","","1750","4","2",""
"1910","COSTA RICA","100","COSTA RICA:  CARTAGO, SAN JOSE","10","-84","","","","","700","3","3",""
"1910","ALGERIA","15","ALGERIA:  MASQUERAY,  KABYLIA","36","4","33","6.4","6.4","11","12","1","1",""
"1910","ZAMBIA","10","ZAMBIA","-8","31","","7.3","7.3","","2","1","2",""
"1911","KAZAKHSTAN","40","KAZAKHSTAN:  ALMA-ATA, TURKESTAN","43.5","77.5","25","7.7","8.4","10","450","3","3",""
"1911","CHINA","30","CHINA:  HEBEI PROVINCE","39.8","114.5","","5.5","5.5","7","","1","2","3"
"1911","TAJIKISTAN","40","TAJIKISTAN:  USOY, BARCHIDIV, POSOR, NISUR","38.2","72.8","26","7.4","7.4","","90","2","3","3"
"1911","IRAN","140","IRAN:  RAVAR","30.46","56.305","15","6.5","6.7","8","700","3","3","3"
"1911","JAPAN","30","JAPAN:  RYUKYU ISLANDS","28","130","160","8","8","","12","1","3","3"
"1912","MYANMAR (BURMA)","60","MYANMAR (BURMA):  MANDALAY, MOGOK, MAYMYO","21","97","25","8","8","9","","1","3",""
"1912","PERU","160","PERU:  HUANCABAMBA,CAJAMARCA; ECUADOR:  GUAYAQUIL","-5.62","-80.413","30","7","7","10","","3","3","3"
"1912","TURKEY","140","TURKEY:  MARMARA SEA","40.5","27.2","60","7.8","","","3000","4","4","4"
"1913","ECUADOR","160","ECUADOR:  GONZANAMA, SAN PEDRO, MOLLETURE","-3.4","-79.6","50","7.7","","7","","3","3","3"
"1913","INDONESIA","170","INDONESIA:  SANGIHE ISLAND","5.354","126.121","15","7.8","7.9","9","138","3","2","3"
"1913","PERU","160","PERU:  CARAVELI, CHUQUIBAMBA, OCONA, ATICO","-17","-74","33","7.9","7.9","10","","2","3","3"
"1913","CHINA","30","CHINA:  SICHUAN PROVINCE","28.4","102.3","","6","6","8","","2","2","2"
"1913","PANAMA","100","PANAMA: AZUERO PENINSULA","7.1","-80.6","","6.7","6.7","","","1","1","1"
"1913","PERU","160","PERU:  AMYARAES, ABANCAY, CASAYA, SORAYA","-14.2","-72.9","10","6.3","6.3","10","150","3","3","3"
"1913","CHINA","30","CHINA:  YUNNAN PROVINCE","24.15","102.45","10","7","7","9","942","3","3","4"
"1914","JAPAN","30","JAPAN:  SAKURIJIMA","31.58","130.67","","7.1","7.1","","29","1","1","3"
"1914","JAPAN","30","JAPAN:  SENHOKU","39.2","139.8","33","7.2","7.2","","94","2","3","3"
"1914","ITALY","130","ITALY:  CATANIA, ETNA","37.7","15.2","","4.9","4.9","10","120","3","3","3"
"1914","INDONESIA","170","INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAPEN","-1.829","136.943","15","8.1","8","9","","3","2","3"
"1914","INDONESIA","60","INDONESIA:  SUMATERA","-3.924","101.82","35","7.6","7.6","","20","1","1","1"
"1914","CHINA","40","CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE(SINKIANG)","43.5","91.5","","7.5","7.5","8","1","1","1","2"
"1914","PERU","160","PERU:  CARAVELI,NAZCA,ICA,ATICO","-15.5","-73.2","","","","","","1","2",""
"1914","TURKEY","140","TURKEY:  BURDUR, KILINC, KECIBORLU, ISPARTA","37.82","30.27","","7","7","9","4000","4","4","4"
"1914","NEW ZEALAND","170","NEW ZEALAND:  NORTH ISLAND","-37.8","178.2","","","","8","1","1","2",""
"1914","GREECE","130","GREECE:  LEUKAS ISLAND","38.8","20.6","30","6.3","6.3","9","14","1","3","3"
"1914","PERU","160","PERU:  PARARCA,PAYSA,COLTA,OYALA","-15.2","-73.2","","","","10","34","1","3",""
"1915","ITALY","130","ITALY:  MARSICA, AVEZZANO, ABRUZZI","42","13.5","10","7.5","7.5","11","29978","4","4",""
"1915","USA","150","CALIFORNIA:  EL CENTRO","32.8","-115.5","","6.2","","","6","1","1",""
"1915","CHINA","40","CHINA:  TIBET (XIZANG PROVINCE)","29.5","91.5","","7","7","9","170","3","2","3"
"1915","EL SALVADOR","100","EL SALVADOR:  AHUACHAPAN,ATACO,APANECA","14.56","-88.76","","6.6","6.6","","","1","2","3"
"1916","TAIWAN","30","TAIWAN","23.7","120.9","","6.5","6.5","8","180","3","2","3"
"1916","TAIWAN","30","TAIWAN","24","121","","6","6","","1","1","1","2"
"1917","TAIWAN","30","TAIWAN:  PULI","23.9","120.9","","6.3","6.3","","54","2","1","3"
"1917","INDONESIA","60","INDONESIA:  BALI","-7","116","","6.6","6.6","9","1500","4","2","2"
"1917","CHINA","30","CHINA:  ANHUI PROVINCE:","31.3","116.2","","6.3","6.3","8","","3","3","3"
"1917","PHILIPPINES","170","PHILIPPINES:  S MINDANAO:  GLAN,GLAN PADIDU,TUYAN","6","125","","6.4","6.4","9","7","1","2","2"
"1917","EL SALVADOR","100","EL SALVADOR:  SAN SALVADOR","13.82","-89.31","","6.7","6.7","","","3","4","3"
"1917","CHINA","30","CHINA:  YUNNAN PROVINCE","28","104","33","6.8","6.8","9","1800","4","4","4"
"1917","COLOMBIA","160","COLOMBIA:  BOGOTA, UBAQUE, SOACHA, CAQUEZA","4","-74","40","7.3","7.3","8","6","1","1","1"
"1917","GUATEMALA","100","GUATEMALA:  GUATEMALA CITY","14.6","-90.6","","6","6","","2650","4","4",""
"1918","CHINA","30","CHINA:  GUANGDONG PROVINCE","23.5","117.2","23","7.3","7.3","10","2000","4","4","4"
"1918","PHILIPPINES","170","PHILIPPINES:  MINDANAO:  COTABATO","5.5","123","33","8.3","8.3","10","46","1","3",""
"1918","USA TERRITORY","90","PUERTO RICO:  MONA PASSAGE","18.7","-67.189","15","7.1","","9","","3","2",""
"1918","CHILE","160","CHILE:  COPIAPO","-26","-71","","7.8","7.8","","","1","3","3"
"1919","EL SALVADOR","100","EL SALVADOR:  SAN SALVADOR","13.69","-89.19","","5.9","5.9","","","2","3",""
"1920","MEXICO","150","MEXICO:  VERACRUZ: COZAUTLAN, PUEBLA: PATLANALA","19.26","-96.97","","7.8","7.8","10","648","3","2",""
"1920","GEORGIA","40","GEORGIA:  CAUCASUS:  GORI, TIFLIS","42","44.1","11","6.2","6.2","","","3","3",""
"1920","TAIWAN","30","TAIWAN","23.5","122.7","","8","8","","5","1","2","3"
"1920","ALBANIA","130","ALBANIA:  TEPELENE, DRAGOTI, PESHTANI, MARICAJ","40.2","20","25","6.2","","11","200","3","3","3"
"1920","CHINA","30","CHINA:  GANSU PROVINCE, SHANXI PROVINCE","36.601","105.317","25","8.3","8.6","12","200000","4","4",""
"1920","ARGENTINA","160","ARGENTINA:  MENDOZA","-32.7","-68.4","10","6","6","8","400","3","3","3"
"1920","ALBANIA","130","ALBANIA:  ELBASAN, PEQIN","40.5","19.5","","5.6","5.6","9","","3","3","3"
"1921","ETHIOPIA","10","ETHIOPIA:  MESEWA (MASSAUA)","15.6","39.6","","5.9","5.9","8","","2","3",""
"1922","PHILIPPINES","170","PHILIPPINES:  CEBU ISLAND, MACTAN ISLAND","10.2","124.1","","6.3","6.3","5","5","1","2",""
"1922","SERBIA","130","BALKANS NW:  SERBIA","44.4","20.4","12","6","","10","","3","3",""
"1922","TAIWAN","30","TAIWAN","24.5","122","","7.6","7.6","","5","1","2","3"
"1922","CHILE","160","CHILE:  ATACAMA","-28.553","-70.755","35","8.7","8.3","11","500","3","3","3"
"1922","JAPAN","30","JAPAN:  KYUSHU","32.7","130.3","","","","","27","1","1",""
"1923","CHINA","30","CHINA:  SICHUAN PROVINCE","31.5","101","13","7.3","7.3","10","4800","4","3","4"
"1923","IRAN","140","IRAN:  TURBAT-HAKLARI","31.308","56.1","15","6","5.7","10","2200","4","3",""
"1923","JAPAN","30","JAPAN:  TOKYO, YOKOHAMA","35.1","139.5","35","7.9","7.9","","142807","4","4",""
"1923","BANGLADESH","60","BANGLADESH:  MYMENSINGH","24.969","90.752","15","6.9","7.1","","50","1","2",""
"1923","IRAN","140","IRAN:  QALEH JAQ KMEN:  BODZHNURD","37.2","57.7","","6.4","6.4","9","157","3","3",""
"1923","IRAN","140","IRAN:  SIRJAN","29.222","56.839","15","6.7","6.9","8","290","3","2",""
"1923","COLOMBIA","160","COLOMBIA:  IPIALES","0.87","-77.78","10","6.2","7","9","300","3","2",""
"1923","COLOMBIA","160","COLOMBIA:  GACHALA,GACHETA,UBALA,MEDINA","4.64","-73.36","15","5.9","5.5","8","7","1","3","2"
"1924","JAPAN","30","JAPAN:  SAGAMI","35.5","139.5","","","","","14","1","3",""
"1924","ECUADOR","160","ECUADOR","-1.6","-78.6","","6.9","","","40","1","1",""
"1924","TURKEY","140","TURKEY:  ERZURUM","39.7","42.8","","5.3","5.3","9","50","1","2","3"
"1924","CHINA","40","CHINA: XINJIANG","36.8","83.8","33","7.3","7.3","","100","2","2","2"
"1924","TURKEY","140","TURKEY:  ERZURUM","40","42","","6.8","6.8","10","60","2","2","3"
"1924","INDONESIA","60","INDONESIA:  JAVA:  WONOSOBO","-7.3","109.9","","","","9","727","3","3",""
"1925","CHINA","30","CHINA:  YUNNAN PROVINCE:  TALIFU","25.7","100.4","26","7","7","","5000","4","4","4"
"1925","PHILIPPINES","170","W. LUZON ISLAND, PHILIPPINES","9.3","122.7","33","6.8","6.8","9","17","1","2","2"
"1925","JAPAN","30","JAPAN:  HONSHU:  TAJIMA","35.75","134.75","","6.8","6.8","","395","3","4","4"
"1925","USA","150","CALIFORNIA:  SANTA BARBARA","34.418","-120.196","10","6.8","6.3","9","13","1","3","3"
"1925","TURKEY","140","TURKEY:  DINAR","38","30.5","","5.9","5.9","8","3","1","3","4"
"1925","CHINA","30","CHINA:  YUNNAN PROVINCE","27","100","","5.8","5.8","7","12","1","2","3"
"1925","IRAN","140","IRAN:  AHRAM,DOMRUBAH,MAHMUDABADI,AB GARM","28.5","51.2","","5.5","","","2","1","2",""
"1926","GREECE","130","GREECE:  RHODES ISLAND; LOWER EGYPT","36.5","27.5","100","7.9","7.9","11","","2","3",""
"1926","INDONESIA","60","INDONESIA:  SUMATERA","-0.7","100.6","","5.8","5.8","9","","3","2",""
"1926","INDONESIA","60","INDONESIA:  SUMATRA","-0.3","100.4","","","","","","3","2","2"
"1926","AZORES (PORTUGAL)","130","AZORES:  FAYAL ISLAND","37.973","-28.59","10","5.8","5.6","10","9","1","2","3"
"1926","TURKEY","140","TURKEY; ARMENIA","40.7","43.7","7","5.7","","9","360","3","4",""
"1926","CHINA","30","CHINA:  YUNNAN PROVINCE","25.6","100.3","","5.5","5.5","7","","3","1","2"
"1927","JAPAN","30","JAPAN:  HONSHU:  SW","35.6","135.1","10","7.3","7.3","","3022","4","4","4"
"1927","CHINA","30","CHINA:  YUNNAN PROVINCE:  XUNDIAN","26","103","","6","6","8","","2","2","3"
"1927","CHINA","30","CHINA:  YUNNAN PROVINCE:  XINPING","24.1","102","","5","5","6","7","1","1","1"
"1927","CHINA","30","CHINA:  GANSU PROVINCE","36.75","102","27","7.6","8.3","11","40912","4","4","4"
"1927","ISRAEL","140","ISRAEL; JORDAN: DAMIYA","32","35.5","33","6.3","6.3","","268","3","3",""
"1927","TAIWAN","30","TAIWAN","23","120.5","","6.8","","","30","1","2","3"
"1927","UKRAINE","110","UKRAINE:  CRIMEA:  SEBASTOPOL","44.4","34.5","17","6.8","6.8","9","11","1","4","4"
"1927","CHINA","30","CHINA:  YUNNAN PROVINCE:  FUMIN","25.2","102.5","","5.5","5.5","7","","3","2","3"
"1928","ITALY","130","ITALY:  SICILY,CALABRIA","38.8","16","","6","","","","2","2",""
"1928","IRAN","140","IRAN:  NEHBANDAN","31.6","60","","5","","","4","1","2",""
"1928","TURKEY","140","TURKEY:  TEPEKOY, TORBALI","38.1","27.4","","6.5","6.5","9","170","3","4","4"
"1928","BULGARIA","110","BULGARIA:  CHIRPAN","42.2","25.3","7","6.8","6.8","10","127","3","4","4"
"1928","BULGARIA","110","BULGARIA:  POPOVITSA","42.1","25","10","7","7","11","","3","4","4"
"1928","GREECE","130","GREECE:  CORINTH (CORINTHIA)","38","23","29","6","6","9","20","1","4","4"
"1928","PERU","160","PERU:  CHACAHPOYAS,HUANCABAMBA,CAJAMARCA,PINPINCOS","-5","-78","","7.3","","10","29","1","3",""
"1928","MEXICO","150","MEXICO:  OAXACA","16.028","-97.036","35","7.7","7.8","","4","1","2",""
"1928","CHINA","30","CHINA: SICHUAN PROVINCE","31.5","120.5","","5.8","5.8","7","6","1","2","2"
"1928","IRAN","140","IRAN:  SHIRVAN","36.893","59.044","15","5.6","5.2","8","30","1","2",""
"1928","CHILE","160","CHILE:  TALCA, CHILLAN, SANTIAGO, SAN FERNANDO","-35","-72","25","7.6","8","9","279","3","3","3"
"1928","PHILIPPINES","170","PHILIPPINES:  COTABATO,N COAST OF ILLANA BAY","7","124","","7.3","7.3","7","93","2","2","3"
"1929","CHINA","30","CHINA:  NEI MONGOL","40.7","111.6","","6","6","8","2","1","2","2"
"1929","VENEZUELA","90","VENEZUELA: CUMANA","10.5","-64.2","","6.9","","9","50","1","3",""
"1929","IRAN","140","IRAN:  KOPET-DAGH","38.09","57.705","10","7.2","7.4","9","3800","4","4",""
"1929","NEW ZEALAND","170","NEW ZEALAND:  SOUTH ISLAND","-41.75","172.25","","7.5","7.5","","17","1","2","3"
"1929","IRAN","140","IRAN:  FARUJ","37.866","58.404","15","5.9","6","7","21","1","2",""
"1929","IRAN","140","IRAN:  MASJED SOLEYMAN,ANDARKAH","32.2","49.7","65","6.2","","","6","1","2",""
"1930","NICARAGUA","100","NICARAGUA:  MANAGUA","12.1","-86.2","","","","","1000","3","3",""
"1930","MYANMAR (BURMA)","60","MYANMAR (BURMA):  PEGU, RANGOON","17.3","96.5","","7.3","","9","500","3","3","3"
"1930","IRAN","140","IRAN:  SALMAS","38.094","44.797","15","7.1","7.5","9","2539","4","4",""
"1930","CHINA","30","CHINA:  YUNNAN PROVINCE","26.8","103","","6","6","8","42","1","2","3"
"1930","MYANMAR (BURMA)","60","MYANMAR (BURMA):  THARRAWADDY","17.4","95.5","","","","","50","1","2",""
"1930","ITALY","130","ITALY:  IRPINIA","41.1","15.4","7","6.5","6.5","10","1430","4","3","4"
"1930","CHINA","30","CHINA:  SICHUAN PROVINCE","30","100","","5.5","5.5","","200","3","1",""
"1930","IRAN","140","IRAN:  AH,MOBARAKABAD,AB ALI,SARPURAK","35.8","52.1","","5","","","1","1","2",""
"1930","ITALY","130","ITALY:  SENIGALLIA","43.667","13.267","","5.9","5.9","9","18","1","3","3"
"1930","ALBANIA","130","ALBANIA:  VLORE, HIMARE, KUC","40.5","19.5","12","6","6","11","35","1","3","3"
"1930","JAPAN","30","JAPAN:  HONSHU:  IDU","35","139","19","7.1","7.1","","259","3","4","4"
"1930","ALBANIA","130","ALBANIA:  VLORE, TEPELENE","40.3","19.6","4","5","","9","25","1","2",""
"1930","MYANMAR (BURMA)","60","MYANMAR (BURMA):  PYU","18.2","96.4","","7.3","7.3","","36","1","2","2"
"1930","TAIWAN","30","TAIWAN:  TAINAN","23.2","120.6","","6.3","6.3","","4","1","2","3"
"1930","ARGENTINA","160","ARGENTINA:  LA POMA","-24.7","-66.3","30","6","6","8","39","1","3","3"
"1931","ALBANIA","130","ALBANIA:  KORCE","40.6","20.8","33","5.8","","9","90","2","3",""
"1931","NEW ZEALAND","170","NEW ZEALAND:  HAWKE BAY","-39.772","176.025","35","7.7","7.8","9","261","3","4",""
"1931","NICARAGUA","100","NICARAGUA:  MANAGUA","13.2","-85.7","","5.6","","","2450","4","3",""
"1931","ARMENIA","40","ARMENIA:  ZANGEZUR, NAKHITCHEVAN","39.2","46","22","6.3","6.3","8","2890","4","4",""
"1931","CHINA","40","CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  N","47.1","89.8","25","8","8","11","10000","4","4","4"
"1931","JAPAN","30","JAPAN:  HONSHU","36.1","139.2","20","7","","","16","1","2",""
"1932","CUBA","90","CUBA: SANTIAGO DE CUBA","20","-75.8","","5.4","","","8","1","3",""
"1932","CHINA","30","CHINA:  SICHUAN PROVINCE","30.1","101.8","","6","6","8","200","2","1","2"
"1932","CHINA","30","CHINA:  HUBEI PROVINCE","31.4","115","15","6","6","8","6","1","2","3"
"1932","INDONESIA","170","INDONESIA:  SULAWESI:  KAKAS,LANGOWAN,POSO,TONDANO","0.5","126","","7.4","8.3","7","6","1","3","3"
"1932","IRAN","140","IRAN:  TORBET-I-KHEYDARLY","36.6","53.4","12","5.4","","8","1070","4","3",""
"1932","MEXICO","150","MEXICO:  NEAR COAST OF JALISCO","19.623","-103.919","35","8.1","8.2","10","400","3","3","3"
"1932","GREECE","130","GREECE: HIERISSOS-STRANTONION (CHALKIDIKI)","40.5","23.9","35","6.9","6.9","10","161","3","4","4"
"1932","CHINA","30","CHINA:  GANSU PROVINCE","39.7","96.7","","7.6","7.6","10","275","3","3","4"
"1932","CHINA","30","CHINA:  SICHUAN PROVINCE","31.8","102.2","","5","5","7","","1","1","1"
"1933","USA","150","CALIFORNIA:  LONG BEACH","33.62","-117.97","16","6.3","","9","120","3","4",""
"1933","GREECE","130","GREECE:  DODECANESE ISLANDS","36.759","27.299","15","6.4","","10","181","3","3","2"
"1933","INDONESIA","60","INDONESIA:  S SUMATERA","-5.007","104.501","20","5.8","","9","","1","2",""
"1933","CHINA","30","CHINA:  SICHUAN PROVINCE","31.9","103.4","","7.5","7.5","10","9300","4","4","4"
"1933","CHINA","30","CHINA:  SICHUAN PROVINCE","29.5","102.5","","5","5","6","200","3","1","1"
"1933","ITALY","130","ITALY:  CENTRAL","42","14.2","33","","","9","10","1","2",""
"1933","IRAN","140","IRAN:  BAHABAD,ALIABAD,RAHIMABAD,KHAIRABAD","32.1","56","27","6.3","","","4","1","3",""
"1934","CHINA","30","CHINA:  YUNNAN PROVINCE","23.7","102.7","","6","6","8","1","1","2","3"
"1934","NEPAL","60","NEPAL; INDIA:  BIHAR","26.773","86.762","35","8","8.1","11","10600","4","4","4"
"1934","CHINA","30","CHINA:  NEI MONGOL:  WU-YUAN","41","108.8","","6.3","6.3","8","","1","2","3"
"1934","USA","150","UTAH","41.7","-112.8","","6.6","6.6","8","2","1","2",""
"1934","TAIWAN","30","TAIWAN:  YILAN","24.8","121.5","","6.5","6.5","","3","1","1","1"
"1934","TURKEY","140","TURKEY:  KURDISTAN:  DIYARBAKIR (MOUCHE DIARBEKIR)","37.919","40.211","","","","","100","2","3",""
"1934","TURKEY","140","TURKEY:  KURDISTAN:  DIYARBAKIR (DIARBEKIR)","37.919","40.211","","","","","20","1","2",""
"1935","TURKEY","140","TURKEY","40.5","27.5","7","6.2","","10","5","1","2",""
"1935","IRAN","140","IRAN:  ALBORZ","35.982","52.953","15","6","5.8","7","60","2","2",""
"1935","IRAN","140","IRAN:  KEVSUT, ALBORZ, SARI","36.586","53.65","15","6.4","","9","690","3","3",""
"1935","TAIWAN","30","TAIWAN:  MIALOI","24.3","120.8","","6","6","8","3276","4","4","4"
"1935","CHINA","30","CHINA:  SICHUAN PROVINCE","29.4","102.3","","6","6","8","2","1","1","1"
"1935","PAKISTAN","60","PAKISTAN:  QUETTA","29.5","66.8","33","7.5","7.5","10","60000","4","4","4"
"1935","JAPAN","30","JAPAN:  HONSHU","35","138","10","6.3","","","9","1","1",""
"1935","TAIWAN","30","TAIWAN:  XIINZHU","24.6","120.8","30","6.5","6.5","","2746","4","4","4"
"1935","COLOMBIA","160","COLOMBIA:  FUNES","1.11","-77.34","10","6.1","6","8","8","1","2",""
"1935","USA","150","MONTANA:  HELENA","46.6","-112","","6.2","6.2","8","2","1","3","3"
"1935","USA","150","MONTANA:  HELENA","46.6","-112","","6","6","8","2","1","3",""
"1935","VIETNAM","30","VIETNAM: DIEN BIEN PHU","21.185","103.77","15","6.8","","9","","1","2",""
"1935","CHINA","30","CHINA:  SICHUAN PROVINCE","28.7","103.6","","6","6","8","100","2","2","3"
"1936","COLOMBIA","160","COLOMBIA","1.1","-77.6","10","5.6","5.6","7","250","3","2","1"
"1936","CHINA","30","CHINA:  GANSU PROVINCE","35.4","103.4","","6.8","6.8","9","","3","3","4"
"1936","CHINA","30","CHINA:  GUANGXI PROVINCE","22.5","109.4","","6.8","6.8","9","","4","4","4"
"1936","CHINA","30","CHINA:  SICHUAN PROVINCE","28.6","103.6","","6.8","6.8","9","","3","2","3"
"1936","IRAN","140","IRAN:  ABIZ, SARBISHEH","33.734","60.405","15","6.1","6","7","12","1","2",""
"1936","SOUTH KOREA","30","SOUTH KOREA","35.2","127.6","","5","","","9","1","3",""
"1936","CHILE","160","CHILE:  TALTAL","-24.5","-70","60","7.3","7.3","","1","1","2","3"
"1936","CHINA","30","CHINA:  GANSU PROVINCE","34.2","105.7","","6","6","8","115","3","3","4"
"1936","CHINA","30","CHINA:  YUNNAN PROVINCE","26.6","103","","5.5","5.5","7","30","1","2","3"
"1936","TAIWAN","30","TAIWAN","22.3","120.8","","7.2","7.2","","10","1","1","1"
